Time,Bid,Ask,AmountBTC,AmountEUR
2014-01-17 22:08:00,585.0,586.5,0.9895800000000001,0.0
2014-01-26 13:26:00,597.18382,598.88,2.0,0.0
2014-02-03 21:42:00,597.955,597.96,2.95,0.0
2014-02-18 20:30:04,458.89,463.0,0.0,5942.0
2014-02-18 22:40:02,460.0,463.0,-0.2528000000000006,0.0
2014-02-21 19:23:54,413.6,418.0,10.594270000000003,-4613.68
