Time,Bid,Ask,Amount
 3 Jan 14 07:36,564.06372,566.87399,-0.0660586376701
 3 Jan 14 18:01,593.202,593.28801,-0.0239974333213
 6 Jan 14 12:14,709.5,709.70233,-0.0897245725642
17 Jan 14 17:06,588.03351,590.0,0.98958
