Time,Bid,Ask,Amount,Address
 3 Jan 14 07:36,564.2,566.87399,0.0660586376701,
 3 Jan 14 18:01,593.202,595.77603,0.0239974333213,
 6 Jan 14 12:14,700.0,702.61784,0.0897245725642,
